,OriginalTweet,Sentiment,text_clean,text_len,token_lens
2368,All these Covid-19 posts are getting me so anxious and paranoid i end up stress eating stock food,Extremely Negative,all these covid19 posts are getting me so anxious and paranoid i end up stress eating stock food,18,22
2369,Hmm i think i need to convince my parents to buy lots of food supplies before it is out of stock due to covid-19 :( need to buy food supplies for our pets too :(,Positive,hmm i think i need to convince my parents to buy lots of food supplies before it is out of stock due to covid19 need to buy food supplies for our pets too,33,37
2370,"Confirming goods out/going out of stock from food store

The toilet paper madness is Real

#COVID19 #Coronavirus https://t.co/gIAVkCM7Te",Negative,confirming goods outgoing out of stock from food store the toilet paper madness is real covid19 coronavirus,17,22
2371,The line up to check out at the grocery store this morning ? 1-2hr wait. Pack your patience. #Covid_19 #CoronaVirusCanada https://t.co/PZ1kIHoETm,Neutral,the line up to check out at the grocery store this morning 12hr wait pack your patience covid19 coronaviruscanada,19,27
2372,Popped into the supermarket earlier......... should I be stock piling ?  I feel Im missing out.. #Covid_19 #peerpressure #CoronavirusOutbreak https://t.co/HZYmX58Oja,Negative,popped into the supermarket earlier should i be stock piling i feel im missing out covid19 peerpressure coronavirusoutbreak,18,28
2373,Everyone talking about #ToiletPaperPanic and the food at the grocery store. But this is the line at sportsmans warehouse to purchase a gun. #coronapocalypse #Covid_19 #CoronaOutbreak https://t.co/I3lKGZNLdT,Negative,everyone talking about toiletpaperpanic and the food at the grocery store but this is the line at sportsmans warehouse to purchase a gun coronapocalypse covid19 coronaoutbreak,26,40
2374,Could I beg people w/ means to PLEASE take it easy on the hoarding during #CoronavirusPandemic #Covid_19 .  People who have less money can't stock up. Older ppl &amp; ppl w/ disabilities can't carry or store so much. Leave some food &amp; toilet paper for others.  Please.,Extremely Positive,could i beg people w means to please take it easy on the hoarding during coronaviruspandemic covid19 people who have less money cant stock up older ppl amp ppl w disabilities cant carry or store so much leave some food amp toilet paper for others please,46,59
2375,"#Coronavirus Life Lessons... Maybe, we'll learn that during times of crisis or panic, it's not necessary or wise for the entire family to go together to the grocery store.
#LeaveTheKidsHome

#CoronaLifeLessons",Extremely Negative,coronavirus life lessons maybe well learn that during times of crisis or panic its not necessary or wise for the entire family to go together to the grocery store leavethekidshome coronalifelessons,31,42
2376,"Hey Galen Weston and @LoblawsON.

Knock it off.

#Covid_19

https://t.co/zT9USq5PKc",Neutral,hey galen weston and knock it off covid19,8,12
2377,"If you are doing online #grocery shopping, where do you shop at? #coronavirus #StayAtHome #FoodieFunFair #COVID19 #groceryshopping https://t.co/LmDxFFY5HX",Neutral,if you are doing online grocery shopping where do you shop at coronavirus stayathome foodiefunfair covid19 groceryshopping,17,31
2378,"#Covid_19 #Corona_Virus
My department has invoked Disaster Management Act in an effort to control the prices of surgical &amp; protective masks, hand sanitizer &amp; gloves, and to ensure that they are easily available in the market. @PMOIndia @narendramodi  @drharshvardhan",Positive,covid19 coronavirus my department has invoked disaster management act in an effort to control the prices of surgical amp protective masks hand sanitizer amp gloves and to ensure that they are easily available in the market,36,43
2379,A tale of two food business sectors from my visits today: supermarket packed while small family-owned restaurant empty. We all need food. How about switching the dynamic and order some meals from your favorite locally owned restaurant? #shoplocal #Covid_19 https://t.co/mX1awl8f28,Positive,a tale of two food business sectors from my visits today supermarket packed while small familyowned restaurant empty we all need food how about switching the dynamic and order some meals from your favorite locally owned restaurant shoplocal covid19,39,47
2380,"I have survived the grocery store and was able to get all of the stuff on my list. There was no toilet paper, Clorox wipes, and few cans of chicken noodle soup to be found. I helped an elderly man (unsuccessfully) look for TP. He and I agreed that ""People are weird."" #Covid_19",Negative,i have survived the grocery store and was able to get all of the stuff on my list there was no toilet paper clorox wipes and few cans of chicken noodle soup to be found i helped an elderly man unsuccessfully look for tp he and i agreed that people are weird covid19,53,62
2381,"I've got my toilet paper on, now try to get me you Corona Virus you! 
#coronapocalypse #CoronaVirusUpdates #coronavirus #CoronaOutbreak #panic #panicbuying #toiletpaper #ToiletPaperApocalypse https://t.co/2FdkmR6tSv",Neutral,ive got my toilet paper on now try to get me you corona virus you coronapocalypse coronavirusupdates coronavirus coronaoutbreak panic panicbuying toiletpaper toiletpaperapocalypse,23,44
2382,"Is this effective?
Is it necessary?
Or is it just optics?
Scare tactics?
For the American consumer?
For US MSM to use?
If optics, What is the intended effect?
Fear?
Crash US Market-&gt;panic-&gt;elect Biden

#Qanon #coronavirus https://t.co/H48ZMfuAme",Extremely Negative,is this effective is it necessary or is it just optics scare tactics for the american consumer for us msm to use if optics what is the intended effect fear crash us marketgtpanicgtelect biden qanon coronavirus,36,49
2383,.@HithaHerzog explains how scammers are taking advantage of public fear amid #COVID19. https://t.co/xblfvWZn9h,Negative,explains how scammers are taking advantage of public fear amid covid19,11,17
2384,"If you're going to self-quarantine, I highly recommend supporting your favorite bookstore. My local indies -- @GibsonsConcord and @BookeryMHT -- are wonderful. Gibson's offers online shopping and The Bookery places your order and emails for pickup. #coronavirus #books",Extremely Positive,if youre going to selfquarantine i highly recommend supporting your favorite bookstore my local indies and are wonderful gibsons offers online shopping and the bookery places your order and emails for pickup coronavirus books,34,43
2385,"@CDCgov @SamanthaBahna Does the government understand that unless they stop EVERYONE from going to work 2-3 weeks and limit the amount of people in a grocery store at one time, they will never stop the spread of #Covid_19.  Seems common sense.  Just cance",Negative,does the government understand that unless they stop everyone from going to work 23 weeks and limit the amount of people in a grocery store at one time they will never stop the spread of covid19 seems common sense just cance,41,46
2386,"DEMAND FOR ON-DEMAND DELIVERY Retailers serving shorter-term consumer needs, such as groceries, takeout food, and medication, should consider providing or ramping up on-demand delivery services in the current climate. https://t.co/3sBa6Kclkp #retailing #ondemandapp #retail",Extremely Negative,demand for ondemand delivery retailers serving shorterterm consumer needs such as groceries takeout food and medication should consider providing or ramping up ondemand delivery services in the current climate retailing ondemandapp retail,32,49
2387,Live in the Lindley ward area and self isolating due to covid 19 we can help with council issues urgent supplies picking up shopping posting mail etc For health information and advice Only call 111 if you cannot get help online,Extremely Positive,live in the lindley ward area and self isolating due to covid 19 we can help with council issues urgent supplies picking up shopping posting mail etc for health information and advice only call 111 if you cannot get help online,41,46
2388,"NO #toiletpaper #handsanitizer #disinfectant wipes  at #HomeDepot or #Walmart !?Got some yesterday from the grocery store but cause ppl R going nuts &amp; #stockpiling there's not enough 4the rest of us ""Normals""? #CoronavirusPandemic #CoronaOutbreak #Covid_19",Extremely Negative,no toiletpaper handsanitizer disinfectant wipes at homedepot or walmart got some yesterday from the grocery store but cause ppl r going nuts amp stockpiling theres not enough 4the rest of us normals coronaviruspandemic coronaoutbreak covid19,35,62
2389,"Have you done with your supermarket issues? Buy whatever you want, then pardon me, I also would like to buy something if you let me. How many packages and why? When does this crazy behavior stop? 
#Norway #Oslo #COVID #coronavirusnorge #coronavirus #CoronaOutbreak #Covid_19",Neutral,have you done with your supermarket issues buy whatever you want then pardon me i also would like to buy something if you let me how many packages and why when does this crazy behavior stop norway oslo covid coronavirusnorge coronavirus coronaoutbreak covid19,43,54
2390,These are uncertain times everyone wants to  be ready  But it s also time to think of others Bulk purchases are harmful amp selfish Not everyone can afford to do the same kind of shopping amp they are left w nothing as you clear out shelves in stores online,Extremely Negative,these are uncertain times everyone wants to be ready but it s also time to think of others bulk purchases are harmful amp selfish not everyone can afford to do the same kind of shopping amp they are left w nothing as you clear out shelves in stores online,49,51
2391,"Hooray! 
Woolworths to give elderly, disabled dedicated shopping hours amid COVID-19 outbreak https://t.co/i4uBPWprk6",Extremely Positive,hooray woolworths to give elderly disabled dedicated shopping hours amid covid19 outbreak,12,20
2392,@VincentCrypt46 It's genius.. COVID 19 is a legitimate concern but have MSM say toilet paper is running out and people stock up on that.. and grab a few food items too.. if they said food was running out there wouldn't be any left.. covert ops under the f,Neutral,its genius covid 19 is a legitimate concern but have msm say toilet paper is running out and people stock up on that and grab a few food items too if they said food was running out there wouldnt be any left covert ops under the f,47,52
2393,"@British_Airways  can u plz update ur policy regarding flights coming up in April. The charge to change is more than the tix prices.
Tickets purchased b4 the #Covid_19 outbreak, that has us flying LAS-London on April 4th and out of CDG-LAS on April 15th",Positive,can u plz update ur policy regarding flights coming up in april the charge to change is more than the tix prices tickets purchased b4 the covid19 outbreak that has us flying laslondon on april 4th and out of cdglas on april 15th,43,54
2394,"Important Update: #Covid_19 will not steal food from the supermarket! We are not yet in #IrelandLockdown and  people already are #panicbuying - this is the situation in #Dublin South at 8:04, a good way to spread the virus. https://t.co/OnFcXVCB6E",Extremely Positive,important update covid19 will not steal food from the supermarket we are not yet in irelandlockdown and people already are panicbuying this is the situation in dublin south at 804 a good way to spread the virus,37,46
2395,Im scared to shop online &amp; go grocery shopping ? #COVID2019,Negative,im scared to shop online amp go grocery shopping covid2019,10,15
2396,"COVID-19 will accelerate the move to remote work, remote shopping, online interaction and the ongoing change in how we socialize, worship and communicate. This is not just an event - this will permanently shift how we leverage technology to do these things.  #disruption #tech https://t.co/KU9FSpzz9Q",Positive,covid19 will accelerate the move to remote work remote shopping online interaction and the ongoing change in how we socialize worship and communicate this is not just an event this will permanently shift how we leverage technology to do these things disruption tech,43,48
2397,About to walk into the grocery store like... #maytheoddsbeeverinyourfavor #Covid_19 #coronavirus https://t.co/6TjApYMN9P,Positive,about to walk into the grocery store like maytheoddsbeeverinyourfavor covid19 coronavirus,11,25
2398,"Coronavirus Update with Paul Cottrell  Food Shortages- Supply Chain  Stock Market  Preparedness (Video)  #Agenda21 #Agenda2030 #NWO

https://t.co/vodMmdah6t

#BreakingNews #Coronavirus #CoronavirusOutbreak #COVID19 #COVID?19 #COVID_19 #COVID2019 #Collapse",Negative,coronavirus update with paul cottrell food shortages supply chain stock market preparedness video agenda21 agenda2030 nwo breakingnews coronavirus coronavirusoutbreak covid19 covid19 covid19 covid2019 collapse,24,49
2399,"#coronavirus #CoronaOutbreak 
What happens to those children who are so hungry they eat from bins.. when schools close and they cant have their free school meal? Families so financially desperate that they cannot stock up on food and supplies if theres mass quarantine?",Positive,coronavirus coronaoutbreak what happens to those children who are so hungry they eat from bins when schools close and they cant have their free school meal families so financially desperate that they cannot stock up on food and supplies if theres mass quarantine,43,53
2400,One of the BEAUTIFUL things about working at home and having a strictly online small business? Covid-19 isnt transmittable through email. So keep shopping!  https://t.co/qJkUcaWGC2,Extremely Positive,one of the beautiful things about working at home and having a strictly online small business covid19 isnt transmittable through email so keep shopping,24,30
2401,"Coronavirus scare: In Kashmir, people say bye bye to Chinese food

In Sgr restaurants, guests demand traditional wazwan instead of Manchurian, Chowmin, fried rice etc

KNO

#Kashmir #Coronavirus",Negative,coronavirus scare in kashmir people say bye bye to chinese food in sgr restaurants guests demand traditional wazwan instead of manchurian chowmin fried rice etc kno kashmir coronavirus,28,38
2402,"My friend almost got shot at a grocery store and then barely got out of a stampede. How is it that humans are proving to be more of a threat to each other than the virus? People need to come together, not fight each other. 
#CoronavirusPandemic #Covid_19 #panicbuying",Negative,my friend almost got shot at a grocery store and then barely got out of a stampede how is it that humans are proving to be more of a threat to each other than the virus people need to come together not fight each other coronaviruspandemic covid19 panicbuying,48,58
2403,"This is what Wuhan coronavirus from China is doing to the global economy ... all because China has low food, health, safety, hygiene, regulatory, and other low standards, plus lack of governmental transparency, democracy and honesty.

#COVID19 
#covid_19

https://t.co/NZMD73JM3F",Positive,this is what wuhan coronavirus from china is doing to the global economy all because china has low food health safety hygiene regulatory and other low standards plus lack of governmental transparency democracy and honesty covid19 covid19,37,45
2404,"Due to COVID-19 Ill be cancelling or postponing all in person meetups. Shopping sessions can be done online if you want. Well figure it out yall 

?findom?collegedomme?bratty",Negative,due to covid19 ill be cancelling or postponing all in person meetups shopping sessions can be done online if you want well figure it out yall findomcollegedommebratty,27,43
2405,Walmart CEO McMillon said it will be hard to keep hand sanitizer in stock because demand is outpacing supply Thus confirming what anyone who s been to a store lately kinda knew already,Positive,walmart ceo mcmillon said it will be hard to keep hand sanitizer in stock because demand is outpacing supply thus confirming what anyone who s been to a store lately kinda knew already,33,42
2406,"The companies said that they took stock of the situation and started working on main and alternative plans to meet the demand of foods in local market.
#Qatar #coronavirus #Food 
https://t.co/GisvRatyJK",Negative,the companies said that they took stock of the situation and started working on main and alternative plans to meet the demand of foods in local market qatar coronavirus food,30,33
2407,"Home shopping could double if #Coronavirus takes hold in the UK, as consumers switch from buying food and household items in stores to online.  https://t.co/t5teSX87vU  

Is your #business ready to meet this demand? 

Via @PostalTechNews https://t.co/o45h0Jdi8E",Positive,home shopping could double if coronavirus takes hold in the uk as consumers switch from buying food and household items in stores to online is your business ready to meet this demand via,33,36
2408,"Information about COVID-19 and your options and health care rights from Health Consumer Alliance (of which we are a part). https://t.co/SdH5BBKwIC

#healthcare #COVID2019 #COVID?19 #healthcarerights",Positive,information about covid19 and your options and health care rights from health consumer alliance of which we are a part healthcare covid2019 covid19 healthcarerights,24,35
2409,Imagine your community being so poor they cant go and panic buy out a grocery store or pharmacy in fear of #coronavirus therefore you can buy the eggs and toilet paper you need for today. Bittersweet huh? #Covid_19 #CoronaOutbreak https://t.co/O0peQV01zs,Extremely Negative,imagine your community being so poor they cant go and panic buy out a grocery store or pharmacy in fear of coronavirus therefore you can buy the eggs and toilet paper you need for today bittersweet huh covid19 coronaoutbreak,39,49
2410,Fashion 2020 - Tales of going out to buy food #Covid_19 #italylockdown #supermarket https://t.co/36fPWgIymS,Neutral,fashion 2020 tales of going out to buy food covid19 italylockdown supermarket,12,18
2411,"A friendly reminder that the fast spread COVID-19 is a great opportunity to check your privilege. 

The ability to work from home and still earn a salary is a privilege. Being able to afford to stock up on food and personal care items ""just in case"" is a privilege.",Extremely Positive,a friendly reminder that the fast spread covid19 is a great opportunity to check your privilege the ability to work from home and still earn a salary is a privilege being able to afford to stock up on food and personal care items just in case is a privilege,49,53
2412,Want to know which fast-food chains pay their workers sick leave? @CSPI dishes: https://t.co/fU0DP290eK,Negative,want to know which fastfood chains pay their workers sick leave dishes,12,16
2413,How much of the #panicbuying food will never be eaten and will end up in the dump..,Negative,how much of the panicbuying food will never be eaten and will end up in the dump,17,21
2414,Please stop shaming folks who stock up on food and personal care products in the face of made it clear that he doesn t care and won t help so they re protecting their families their way It s a tiny bit of mastery and control in terrifying times,Extremely Positive,please stop shaming folks who stock up on food and personal care products in the face of made it clear that he doesn t care and won t help so they re protecting their families their way it s a tiny bit of mastery and control in terrifying times,49,52
2415,To every uneducated adult out there that is stock buying because of corona should stop. CORONA ISNT GONNA TAKE YOUR FOOD SO CLAM DOWN #Covid_19 #coronapocalypse,Negative,to every uneducated adult out there that is stock buying because of corona should stop corona isnt gonna take your food so clam down covid19 coronapocalypse,26,38
2416,"what were not gonna do is be rude to grocery store employees who have no control over the what the store runs out of or how many staff are working at a time, who have no paid sick leave or insurance, and who are exposed to 100s of people a day #CoronaVirusMichigan",Extremely Negative,what were not gonna do is be rude to grocery store employees who have no control over the what the store runs out of or how many staff are working at a time who have no paid sick leave or insurance and who are exposed to 100s of people a day coronavirusmichigan,52,59
2417,Dog food appeal Food shortages due to are becoming increasingly apparent in Romania We are appealing for funds so that the ladies at Sirius Dog Rescue can stock up on dog food for the weeks ahead We are worried Please help,Extremely Positive,dog food appeal food shortages due to are becoming increasingly apparent in romania we are appealing for funds so that the ladies at sirius dog rescue can stock up on dog food for the weeks ahead we are worried please help,41,43
2418,"My neighbor's a health care professional working as a nurse at a major @Chicago hospital. She's very much appreciated &amp; in the time of Coronavirus, wanted her to know that we have to take care of one another. Thank a nurse, doctor, hospital worker. #Coronavirus #COVID19 #ThankYou https://t.co/U2gAISnFxN",Extremely Positive,my neighbors a health care professional working as a nurse at a major hospital shes very much appreciated amp in the time of coronavirus wanted her to know that we have to take care of one another thank a nurse doctor hospital worker coronavirus covid19 thankyou,46,54
2419,First time in 2 weeks that I have seen loo roll in a supermarket! So I bought a sensible quantity of 12! #CalamityCorona #Covid_19 #ToiletPaperApocalypse #stoppanicking,Neutral,first time in 2 weeks that i have seen loo roll in a supermarket so i bought a sensible quantity of 12 calamitycorona covid19 toiletpaperapocalypse stoppanicking,26,42
2420,"POINT OF SALE Software meets unique needs of small and medium enterprises

We sell hardwares at affordable prices 

TOUCH SCREEN MONITOR 25,000

COMPLETE DESKTOP KSH 12,000

THERMAL PRINTER KSH 13,000

CASH DRAWER KSH 8,000

CONTACT: 0722 904 209/0724 493 745

#Covid_19 https://t.co/8YePBAcG5i",Neutral,point of sale software meets unique needs of small and medium enterprises we sell hardwares at affordable prices touch screen monitor 25000 complete desktop ksh 12000 thermal printer ksh 13000 cash drawer ksh 8000 contact 0722 904 2090724 493 745 covid19,41,60
2421,"I just got some wine from the supermarket, this is what I found, or rather didn't find #coronavirusNederland #Covid_19 https://t.co/dTWnJONyvt",Neutral,i just got some wine from the supermarket this is what i found or rather didnt find coronavirusnederland covid19,19,27
2422,"There´s a pandemic around the World and what the good old portuguese do??? Half buy the whole supermarket, the other half goes to the beach...It´s a World going mad!!!?#Covid_19 (photos from yesterday!!!) https://t.co/VXZpbemGay",Negative,theres a pandemic around the world and what the good old portuguese do half buy the whole supermarket the other half goes to the beachits a world going madcovid19 photos from yesterday,32,41
2423,"?People at #highrisk 
CDC finally says you should be prepared to shelter-in-place. 

This means ?

stock up on meds, ask doc for 3-6mo supply
food, water, supplies to last 
keep your distance
if it's in your community, stay home

#coronavirus
 https://t.co/UJWUFAal3b",Positive,people at highrisk cdc finally says you should be prepared to shelterinplace this means stock up on meds ask doc for 36mo supply food water supplies to last keep your distance if its in your community stay home coronavirus,39,49
2424,me on the supermarket greeting people I know after city lockdown #Covid_19 https://t.co/e13JUgAh6G,Positive,me on the supermarket greeting people i know after city lockdown covid19,12,17
2425,"NATIONAL | Switzerland
The supply of the entire population with food, medicines and everyday goods is ENSURED, and sufficient stocks have been created.

NO NEED FOR PANIC BUYINGS!

#Coronavirus #COVID19 #SARSCoV2 #Schweiz #Switzerland #CoronaInfoCH",Extremely Negative,national switzerland the supply of the entire population with food medicines and everyday goods is ensured and sufficient stocks have been created no need for panic buyings coronavirus covid19 sarscov2 schweiz switzerland coronainfoch,33,48
2426,MREs are back in stock! A great way to stockpile food and ensure you stay prepared. 12 meals in a box and two different calorie count boxes are available. #GearUpAtGearUp #BePrepared #Survival #Food #MRE #military #coronavirus #covid19 https://t.co/oGViGI2seD,Extremely Positive,mres are back in stock a great way to stockpile food and ensure you stay prepared 12 meals in a box and two different calorie count boxes are available gearupatgearup beprepared survival food mre military coronavirus covid19,37,55
2427,A supermarket in #LaHabra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older. https://t.co/SZKBR6WlXt,Positive,a supermarket in lahabra is trying to help local seniors during the covid19 pandemic by opening its doors a halfhour early each day exclusively for shoppers 65 and older,29,40
2428,"Coranavirus Consumer Confidence Tracker - week 1. A 1000-consumer survey on confidence, behaviour, attitude with @retailx - re-run regularly and updated daily. First look here: https://t.co/YpOQvfeNyj #retail #covid19 #consumer #research https://t.co/1we4VLgwoS",Extremely Positive,coranavirus consumer confidence tracker week 1 a 1000consumer survey on confidence behaviour attitude with rerun regularly and updated daily first look here retail covid19 consumer research,26,36
2429,This Tuesday at 11am key labor unions and community organizations will come together to demand the city of Burlington and state of VT take action to protect community from covid-19. No one should have to worry about housing/food/finances/child care bc they get sick.,Negative,this tuesday at 11am key labor unions and community organizations will come together to demand the city of burlington and state of vt take action to protect community from covid19 no one should have to worry about housingfoodfinanceschild care bc they get sick,43,53
2430,"If you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider, if it has been cancelled due to #Coronavirus.

Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA

#COVID19 https://t.co/kMHJehS2JH",Positive,if you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider if it has been cancelled due to coronavirus check abtas consumer qampa at covid19,42,51
2431,"#Covid_19 
Intense grocery store lines in New York City &amp; elsewhere as people prepare for what could be a long stretch at home.The global pandemic has affected various aspects of life in the US reveals the unique nature of this crisis .
#CoronaVirusPakistan 
#CoronaOutbreak https://t.co/lz45S5f5Je",Extremely Negative,covid19 intense grocery store lines in new york city amp elsewhere as people prepare for what could be a long stretch at homethe global pandemic has affected various aspects of life in the us reveals the unique nature of this crisis coronaviruspakistan coronaoutbreak,43,56
2432,"In reading a German friend's COVID-19 update, I ran into a new word and instantly suspected its meaning. Yes, ""Hamsterkäufe"" means ""panic buying,"" and yes, the ""Hamster"" part is because of the fluffy, scared little animals that shove food in their cheeks. German is so great. https://t.co/JGzd2uZWcz",Extremely Positive,in reading a german friends covid19 update i ran into a new word and instantly suspected its meaning yes hamsterkufe means panic buying and yes the hamster part is because of the fluffy scared little animals that shove food in their cheeks german is so great,46,54
2433,"Major online initiatives of China's selected department stores and shopping malls during the COVID-19 outbreak (as of 28 February 2020).  https://t.co/suMv8Krfgg

#ecommerce #O2O #retail #china https://t.co/tCFSgQrww8",Neutral,major online initiatives of chinas selected department stores and shopping malls during the covid19 outbreak as of 28 february 2020 ecommerce o2o retail china,24,33
2434,"Cuomo press conference...
New York is releasing new brand of state made had sanitizer prices from $0.80¢ - $6 a gallon!
#CoronaVirusUpdates #Corona #CoronavirusOutbreak #virus #COVID2019 #COVID19 #NYC

https://t.co/9jhElBwElZ",Neutral,cuomo press conference new york is releasing new brand of state made had sanitizer prices from 080 6 a gallon coronavirusupdates corona coronavirusoutbreak virus covid2019 covid19 nyc,27,44
2435,"Be nice to grocery store, drugstore, and other service industry staff. It isnt their fault there are no chickpeas or tp, and they are  possibly facing a more precarious work situation than you are. #coronavirus",Negative,be nice to grocery store drugstore and other service industry staff it isnt their fault there are no chickpeas or tp and they are possibly facing a more precarious work situation than you are coronavirus,35,45
2436,A grocery store in my hometown in AZ #CoronavirusCrazy #Covid_19 https://t.co/lh1HhPPxkq,Neutral,a grocery store in my hometown in az coronaviruscrazy covid19,10,18
2437,"I hope that the government reaction, the panic in the everyday people, the unpreparedness for an epidemic, the fear of what to do about food and jobs, and the lack of tools to be tested for COVID-19 shows everyone who we should be voting for come November! #FeelTheBern2020",Extremely Negative,i hope that the government reaction the panic in the everyday people the unpreparedness for an epidemic the fear of what to do about food and jobs and the lack of tools to be tested for covid19 shows everyone who we should be voting for come november feelthebern2020,48,61
2438,"On the bright side during this #Covid_19 
1. More time to spend with your beloved ones. No more work excuse ?????
2. Home cook ???? for the kids
3. Less shopping ? (more online ?)
4. Less gas consumption - less pollution
5. Time for hobby
What else? 
(Me being #optimistic here ?)",Extremely Positive,on the bright side during this covid19 1 more time to spend with your beloved ones no more work excuse 2 home cook for the kids 3 less shopping more online 4 less gas consumption less pollution 5 time for hobby what else me being optimistic here,47,51
2439,"That's about a week from now. A bit optimistic.  Probably it will take another month.  Supply chain may be recovering, demand chain will be non-existent in US and Europe for the next month or two.
$spx $qqq $es $nq https://t.co/yXcOfL0BnI",Positive,thats about a week from now a bit optimistic probably it will take another month supply chain may be recovering demand chain will be nonexistent in us and europe for the next month or two spx qqq es nq,39,49
2440,"My 78 year old dad went to the supermarket today...he just said

'i always put some items in the food bank but there wasn't anything left on the shelves to do it'

What a contrast to the stories of the panic buyers we've been hearing about

#coronavirus",Extremely Negative,my 78 year old dad went to the supermarket todayhe just said i always put some items in the food bank but there wasnt anything left on the shelves to do it what a contrast to the stories of the panic buyers weve been hearing about coronavirus,47,53
2441,"With the pubs closed, I guess the gatherings are moving to home parties. I spotted a bunch of lads loading up the car with cases of beer at the supermarket. 
#COVID?19 #Coronavirusireland #coronavirus #coronavirusuk #Covid_19 #COVID19",Positive,with the pubs closed i guess the gatherings are moving to home parties i spotted a bunch of lads loading up the car with cases of beer at the supermarket covid19 coronavirusireland coronavirus coronavirusuk covid19 covid19,36,50
2442,We shoulda boycotted thre airline prices a long time ago #Covid_19,Negative,we shoulda boycotted thre airline prices a long time ago covid19,11,18
2443,ordered my dog his usual 40lb bag of food last week...please tell me why walmart just called me TODAY to say they cant complete my order because everything is out of stock...I ORDERED HIS FOOD LAST MONDAY. if youre one of the assholes buying in bulk...i hope you get Covid-19 ??,Positive,ordered my dog his usual 40lb bag of food last weekplease tell me why walmart just called me today to say they cant complete my order because everything is out of stocki ordered his food last monday if youre one of the assholes buying in bulki hope you get covid19,50,63
2444,Shares in Turkish supermarket chain Migros surged as much as 15% today on expectations of stocking up after the nation's first coronavirus case was confirmed. https://t.co/8301RkLPj2,Positive,shares in turkish supermarket chain migros surged as much as 15 today on expectations of stocking up after the nations first coronavirus case was confirmed,25,30
2445,"Mf government officials saying to stock up on food and resources, and all we got is bath and body works hand sanitizers, a swifter, ice cream, half a bag of pizza rolls, a corner of kool aid, and spaghetti noodles ?.. BRUH ? #coronavirus",Positive,mf government officials saying to stock up on food and resources and all we got is bath and body works hand sanitizers a swifter ice cream half a bag of pizza rolls a corner of kool aid and spaghetti noodles bruh coronavirus,42,51
2446,"Thanks to #COVID19 I am in self-quarantine at home. What a great time to do online shopping, eat a lot and gain weight ? #coronavirus #CoronavirusPandemic #selfisolating #SelfQuarantine",Extremely Positive,thanks to covid19 i am in selfquarantine at home what a great time to do online shopping eat a lot and gain weight coronavirus coronaviruspandemic selfisolating selfquarantine,27,44
2447,Is online shopping safe...shouls you disinfect things you've ordered? #coronavirus,Positive,is online shopping safeshouls you disinfect things youve ordered coronavirus,10,18
2448,Consumers have increased their online shopping due to coronavirus. https://t.co/5mYfz3RAD0 #retail #ecommerce #study #coronavirus https://t.co/Dz3H6zrWUT,Positive,consumers have increased their online shopping due to coronavirus retail ecommerce study coronavirus,13,19
2449,"#panicbuying in a supermarket in Nyon Switzerland, near Geneva - hours after @WHO declares Europe new epicentre of #Covid_19 #pandemic New #coronavirus story on HPW?https://t.co/X5AMDLUucv https://t.co/En9LjHfOuk",Neutral,panicbuying in a supermarket in nyon switzerland near geneva hours after declares europe new epicentre of covid19 pandemic new coronavirus story on hpw,23,36
2450,"@mamafooce @CNN @CillizzaCNN Theyre closed in my area in Texas as well. Now Im tripping over kids in the grocery store, mall, parks, restaurants. These people arent staying home. So whats the point?? #SocialDistancing #COVID2019 #CloseTheSchools",Positive,theyre closed in my area in texas as well now im tripping over kids in the grocery store mall parks restaurants these people arent staying home so whats the point socialdistancing covid2019 closetheschools,33,48
2451,"Hey, @cvspharmacy you have some SERIOUS effing explaining to do. Spotted at your S Broadway DTLA store. Receipt from my just in case purchase Sat 3/07, and tagged prices in store this am (3/13). This is despicable and illegal. #Covid_19 #pricegouging @GavinNewsom https://t.co/7caxksH3L0",Extremely Negative,hey you have some serious effing explaining to do spotted at your s broadway dtla store receipt from my just in case purchase sat 307 and tagged prices in store this am 313 this is despicable and illegal covid19 pricegouging,40,52
2452,"When you shake hand with someone who is sneezing, coughing &amp; hand sanitizers are out of stock - 

#CoronaVirus https://t.co/OMbFSJO4l7",Extremely Positive,when you shake hand with someone who is sneezing coughing amp hand sanitizers are out of stock coronavirus,18,25
2453,"Liquor store done ? Got there at the 11 am opening and we were on a line wrapped around the store. Very little boxes of wine left ? 
@big_loags 

#coronavirus #coronapocolypse #QuarantineAndChill #philly #philadelphia #wine #stockup",Neutral,liquor store done got there at the 11 am opening and we were on a line wrapped around the store very little boxes of wine left coronavirus coronapocolypse quarantineandchill philly philadelphia wine stockup,33,47
2454,My nephew Will highlights the crazy consumer response to Covid 19 in a rather entertaining way https://t.co/CjgIdVc624,Positive,my nephew will highlights the crazy consumer response to covid 19 in a rather entertaining way,16,19
2455,"@csharp52287690 Let's wait and see, COVID-19 hasn't peaked in the USA yet. On our show last week we predicted the government might force the entire country to self-isolate. This likely will cause a recession and prices to go lower. #COVID2019",Extremely Negative,lets wait and see covid19 hasnt peaked in the usa yet on our show last week we predicted the government might force the entire country to selfisolate this likely will cause a recession and prices to go lower covid2019,39,49
